BOOK_SERIAL_NUMBER;BOOK_NAME;BOOK_NAME_ENGLISH_TRANSLITERATED;BOOK_TYPE;BOOK_URL;BOOK_URL_HOME;PDF_URLS;NUM_MAX_PAGES
BOOK_SERIALNUM_334;गायत्री की उच्चस्तरीय पाँच साधनाएँ;gayatri ki uchachasatariy paanch saadhnaen;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v1.1'>http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v1'>http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/2000/Gayatri_Ki_Ucchastariya_Paanch_Sadhanaen.pdf'>http://literature.awgp.org/var/node/2000/Gayatri_Ki_Ucchastariya_Paanch_Sadhanaen.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v1.56'>http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v1.56</a>
BOOK_SERIALNUM_335;गायत्री की उच्चस्तरीय पाँच साधनाएँ;gayatri ki uchachasatariy paanch saadhnaen;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v2.1'>http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v2'>http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v2</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v2.4'>http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v2.4</a>
BOOK_SERIALNUM_336;गायत्री की गुप्त शक्तियाँ;gayatri ki gupat shaktiyaan;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v2.1'>http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v2'>http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v2</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v2.4'>http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v2.4</a>
BOOK_SERIALNUM_337;गायत्री की गुप्त शक्तियाँ;gayatri ki gupat shaktiyaan;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v1.1'>http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v1'>http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/1555/Gayatri_Ki_Gupt_Shaktiyan.pdf'>http://literature.awgp.org/var/node/1555/Gayatri_Ki_Gupt_Shaktiyan.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v1.31'>http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v1.31</a>
BOOK_SERIALNUM_338;गायत्री की चमत्कारी साधना;gayatri ki chamatakaari saadhna;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhna/v1.1'>http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhna/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhna/v1'>http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhna/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_339;गायत्री की चमत्कारी साधना;gayatri ki chamatakaari saadhna;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhana/v1.1'>http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhana/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhana/v1'>http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhana/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhana/v1.12'>http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhana/v1.12</a>
BOOK_SERIALNUM_340;गायत्री की दिव्य शक्तियाँ;gayatri ki divay shaktiyaan;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_divya_shaktiyan/v1.1'>http://literature.awgp.org/book/gayatri_ki_divya_shaktiyan/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_divya_shaktiyan/v1'>http://literature.awgp.org/book/gayatri_ki_divya_shaktiyan/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_divya_shaktiyan/v1.8'>http://literature.awgp.org/book/gayatri_ki_divya_shaktiyan/v1.8</a>
BOOK_SERIALNUM_341;गायत्री की दैनिक साधना एवं यज्ञ पद्धति;gayatri ki dainik saadhna evan yagya padadhti;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_dainik_sadhna/v1.1'>http://literature.awgp.org/book/gayatri_ki_dainik_sadhna/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_dainik_sadhna/v1'>http://literature.awgp.org/book/gayatri_ki_dainik_sadhna/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/2366/Gayatri_Ki_Dainik_Sadhana_Evam_Yagya_Paddhyati.pdf'>http://literature.awgp.org/var/node/2366/Gayatri_Ki_Dainik_Sadhana_Evam_Yagya_Paddhyati.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_dainik_sadhna/v1.26'>http://literature.awgp.org/book/gayatri_ki_dainik_sadhna/v1.26</a>
BOOK_SERIALNUM_342;गायत्री की पंचकोशी साधना एवं उपलब्धियाँ भाग-2;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 2;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v2.1'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v2'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v2</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v2.136'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v2.136</a>
BOOK_SERIALNUM_343;गायत्री की पंचकोशी साधना एवं उपलब्धियां;gayatri ki panchakoshi saadhna evan upalabadhiyaan;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v7.1'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v7.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v7'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v7</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v7.128'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v7.128</a>
BOOK_SERIALNUM_344;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-1;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 1;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v1.1'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v1'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v1.52'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v1.52</a>
BOOK_SERIALNUM_345;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-3;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 3;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v3.1'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v3.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v3'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v3</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v3.35'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v3.35</a>
BOOK_SERIALNUM_346;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-4;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 4;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v4.1'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v4.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v4'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v4</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v4.32'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v4.32</a>
BOOK_SERIALNUM_347;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-5;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 5;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v5.1'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v5.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v5'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v5</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v5.35'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v5.35</a>
BOOK_SERIALNUM_348;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-6;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 6;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v6.1'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v6.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v6'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v6</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v6.34'>http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v6.34</a>
BOOK_SERIALNUM_349;गायत्री की पंचविध दैनिक साधना;gayatri ki panchavidh dainik saadhna;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Panchvidh_DainikSadhana/v1.1'>http://literature.awgp.org/book/Gayatri_Ki_Panchvidh_DainikSadhana/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Panchvidh_DainikSadhana/v1'>http://literature.awgp.org/book/Gayatri_Ki_Panchvidh_DainikSadhana/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/1556/Gayatri_Ki_Panchavidhi_Dainik_Sadhana.pdf'>http://literature.awgp.org/var/node/1556/Gayatri_Ki_Panchavidhi_Dainik_Sadhana.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Panchvidh_DainikSadhana/v1.32'>http://literature.awgp.org/book/Gayatri_Ki_Panchvidh_DainikSadhana/v1.32</a>
BOOK_SERIALNUM_350;गायत्री की परम कल्याणकारी सर्वांगपूर्ण सुगम उपासना विधि;gayatri ki param kalayaanakaari saravaangapooran sugam upaasana vidhi;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_param_kalyanakaree_sarvangapoorn_sugam_upasana_vidhi/v1.1'>http://literature.awgp.org/book/gayatree_kee_param_kalyanakaree_sarvangapoorn_sugam_upasana_vidhi/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_param_kalyanakaree_sarvangapoorn_sugam_upasana_vidhi/v1'>http://literature.awgp.org/book/gayatree_kee_param_kalyanakaree_sarvangapoorn_sugam_upasana_vidhi/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_param_kalyanakaree_sarvangapoorn_sugam_upasana_vidhi/v1.28'>http://literature.awgp.org/book/gayatree_kee_param_kalyanakaree_sarvangapoorn_sugam_upasana_vidhi/v1.28</a>
BOOK_SERIALNUM_351;गायत्री की प्रचण्ड प्राण ऊर्जा;gayatri ki parachanad paraan ooraja;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v4.1'>http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v4.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v4'>http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v4</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_352;गायत्री की प्रचण्ड प्राण ऊर्जा;gayatri ki parachanad paraan ooraja;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v1.1'>http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v1'>http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/1806/Gayatri_Ki_Prachand_Pran_Urja.pdf'>http://literature.awgp.org/var/node/1806/Gayatri_Ki_Prachand_Pran_Urja.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v1.48'>http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v1.48</a>
BOOK_SERIALNUM_353;गायत्री की महान महिमा;gayatri ki mahaan mahima;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_mahaan_mahima/v1.1'>http://literature.awgp.org/book/gayatri_ki_mahaan_mahima/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_mahaan_mahima/v1'>http://literature.awgp.org/book/gayatri_ki_mahaan_mahima/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_354;गायत्री की युगान्तरीय चेतना;gayatri ki yugaanatariy chetana;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Yugaantariya__Chetana/v1.1'>http://literature.awgp.org/book/Gayatri_Ki_Yugaantariya__Chetana/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Yugaantariya__Chetana/v1'>http://literature.awgp.org/book/Gayatri_Ki_Yugaantariya__Chetana/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/1617/Gayatri_Ki_Yugantariy_Chetana.pdf'>http://literature.awgp.org/var/node/1617/Gayatri_Ki_Yugantariy_Chetana.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/Gayatri_Ki_Yugaantariya__Chetana/v1.50'>http://literature.awgp.org/book/Gayatri_Ki_Yugaantariya__Chetana/v1.50</a>
BOOK_SERIALNUM_355;गायत्री की विशिष्ठ साधनाएं;gayatri ki vishishhath saadhnaen;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_vishishth_sadhnayen/gayatri_ki_vishishth_sadhnayen/book/v1/gayatri_ki_vishishth_sadhnayen/book/v1.1'>http://literature.awgp.org/book/gayatri_ki_vishishth_sadhnayen/gayatri_ki_vishishth_sadhnayen/book/v1/gayatri_ki_vishishth_sadhnayen/book/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_vishishth_sadhnayen/gayatri_ki_vishishth_sadhnayen/book/v1/gayatri_ki_vishishth_sadhnayen/book/v1'>http://literature.awgp.org/book/gayatri_ki_vishishth_sadhnayen/gayatri_ki_vishishth_sadhnayen/book/v1/gayatri_ki_vishishth_sadhnayen/book/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_356;गायत्री की शक्ति और सिद्धि;gayatri ki shakti aur sidadhi;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_shakti_aur_siddhi/v1.1'>http://literature.awgp.org/book/gayatree_kee_shakti_aur_siddhi/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_shakti_aur_siddhi/v1'>http://literature.awgp.org/book/gayatree_kee_shakti_aur_siddhi/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/2358/Gayatri_Ki_Shakti_Aur_Siddhi.pdf'>http://literature.awgp.org/var/node/2358/Gayatri_Ki_Shakti_Aur_Siddhi.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_shakti_aur_siddhi/v1.50'>http://literature.awgp.org/book/gayatree_kee_shakti_aur_siddhi/v1.50</a>
BOOK_SERIALNUM_357;गायत्री की सिद्धियां;gayatri ki sidadhiyaan;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_siddhhiya/v1.1'>http://literature.awgp.org/book/gayatri_ki_siddhhiya/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_siddhhiya/v1'>http://literature.awgp.org/book/gayatri_ki_siddhhiya/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_siddhhiya/v1.5'>http://literature.awgp.org/book/gayatri_ki_siddhhiya/v1.5</a>
BOOK_SERIALNUM_358;गायत्री की सुगम साधनाएं;gayatri ki sugam saadhnaen;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatari_ki_sugam_sadhnaye/v1.1'>http://literature.awgp.org/book/gayatari_ki_sugam_sadhnaye/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatari_ki_sugam_sadhnaye/v1'>http://literature.awgp.org/book/gayatari_ki_sugam_sadhnaye/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatari_ki_sugam_sadhnaye/v1.5'>http://literature.awgp.org/book/gayatari_ki_sugam_sadhnaye/v1.5</a>
BOOK_SERIALNUM_359;गायत्री की सुलभ साधना;gayatri ki sulabh saadhna;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_sulabh_sadhna/v1.1'>http://literature.awgp.org/book/gayatri_ki_sulabh_sadhna/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_sulabh_sadhna/v1'>http://literature.awgp.org/book/gayatri_ki_sulabh_sadhna/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_sulabh_sadhna/v1.8'>http://literature.awgp.org/book/gayatri_ki_sulabh_sadhna/v1.8</a>
BOOK_SERIALNUM_360;गायत्री की २४ शक्ति धाराएँ;gayatri ki 24 shakti dharaen;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v2.1'>http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v2'>http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v2</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v2.24'>http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v2.24</a>
BOOK_SERIALNUM_361;गायत्री की २४ शक्ति धाराएँ;gayatri ki 24 shakti dharaen;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v1.1'>http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v1'>http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v1.49'>http://literature.awgp.org/book/gayatree_kee_24_shakti_dharaen/v1.49</a>
BOOK_SERIALNUM_362;गायत्री की २४ शिक्षाएँ;gayatri ki 24 shikashhaen;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v1.1'>http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v1'>http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/2365/Gayatri_Ki_24_Shikshaen.pdf'>http://literature.awgp.org/var/node/2365/Gayatri_Ki_24_Shikshaen.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v1.32'>http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v1.32</a>
BOOK_SERIALNUM_363;गायत्री की २४ शिक्षाएँ;gayatri ki 24 shikashhaen;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v2.1'>http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v2'>http://literature.awgp.org/book/gayatri_ki_24_shikshaye/v2</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_364;गायत्री के चौदह रत्न;gayatri ke chaudah ratan;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ke_14_ratan/v1.1'>http://literature.awgp.org/book/gayatri_ke_14_ratan/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ke_14_ratan/v1'>http://literature.awgp.org/book/gayatri_ke_14_ratan/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ke_14_ratan/v1.8'>http://literature.awgp.org/book/gayatri_ke_14_ratan/v1.8</a>
BOOK_SERIALNUM_365;गायत्री के जगमगाते हीरे;gayatri ke jagamagaate hire;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v1.1'>http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v1'>http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/2368/Gayatri_Ke_Jhagamagate_Hire_.pdf'>http://literature.awgp.org/var/node/2368/Gayatri_Ke_Jhagamagate_Hire_.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v1.33'>http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v1.33</a>
BOOK_SERIALNUM_366;गायत्री के जगमगाते हीरे;gayatri ke jagamagaate hire;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v2.1'>http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v2'>http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v2</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v2.13'>http://literature.awgp.org/book/gayatri_ke_jagmagate_hire/v2.13</a>
BOOK_SERIALNUM_367;गायत्री के दो पुण्य प्रतीक—शिखा और यज्ञोपवीत;gayatri ke do punay paratika—shikhaa aur yajaniopavit;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatri_aur_yagya_ka_anyonyashriya_sambandh/v1.1'>http://literature.awgp.org/book/gayatri_aur_yagya_ka_anyonyashriya_sambandh/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_aur_yagya_ka_anyonyashriya_sambandh/v1'>http://literature.awgp.org/book/gayatri_aur_yagya_ka_anyonyashriya_sambandh/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatri_aur_yagya_ka_anyonyashriya_sambandh/v1.10'>http://literature.awgp.org/book/gayatri_aur_yagya_ka_anyonyashriya_sambandh/v1.10</a>
BOOK_SERIALNUM_368;गायत्री के पाँच मुख पाँच दिव्य कोश;gayatri ke paanch mukh paanch divay kosh;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v1.1'>http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v1'>http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/2290/Gayatri_Ke_Panch_Mukh_Panch_Divya_Kos.pdf|http://literature.awgp.org/var/node/2290/Kaya_Me_Samaya_Pranagni_Ka_Jarikha.pdf'>http://literature.awgp.org/var/node/2290/Gayatri_Ke_Panch_Mukh_Panch_Divya_Kos.pdf|http://literature.awgp.org/var/node/2290/Kaya_Me_Samaya_Pranagni_Ka_Jarikha.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v1.121'>http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v1.121</a>
BOOK_SERIALNUM_369;गायत्री के पाँच मुख पाँच दिव्य कोश;gayatri ke paanch mukh paanch divay kosh;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v2.1'>http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v2'>http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v2</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v2.8'>http://literature.awgp.org/book/gayatree_ke_panch_mukh_panch_divy_kosh/v2.8</a>
