URL,RECIPE_TITLE,RECIPE_AUTHOR,RECIPE_DATE,RECIPE_FEATURED_IMAGE,RECIPE_FILENAME,RECIPE_DESCRIPTION
"http://localhost:1313/aloo-palak-paratha-potato-stuffed-spinach-flatbread/","Aloo Palak Paratha Recipe – Potato stuffed Spinach Flatbread","Anupama Paliwal","2019-03-25 14:47:28","/wp-content/uploads/2015/01/recipe-aloo-palak-paratha-anupama-paliwal-my-ginger-garlic-kitchen-6.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190325-2018-03-25-aloo-palak-paratha-potato-stuffed-spinach-flatbread.md","Learn to make Aloo Palak Paratha Recipe - Potato stuffed Spinach Flatbread with step-by-step photo instructions. Aloo Palak Paratha is prepared with chopped onions, green chilies, garam masala powder, red chili powder, dried mango powder, fennel seeds, and salt. This is simply delish, quick and easy recipe."
"http://localhost:1313/apple-cinnamon-spiced-choco-coffee-ice-cream/","Apple Cinnamon Spiced Choco Coffee with Ice Cream","Anupama Paliwal","2018-12-20 13:11:13","/wp-content/uploads/2014/12/recipe-apple-cinnamon-spiced-choco-coffee-icecream-anupama-paliwal-my-ginger-garlic-kitchen-5.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20181220-2014-12-20-apple-cinnamon-spiced-choco-coffee-ice-cream.md","Apple Cinnamon Spiced Choco Coffee with Ice Cream is a steaming hot beverage. It is sweet, and perfect for christmas and holiday parties."
"http://localhost:1313/no-bake-almond-flowers-video-recipe/","No Bake Almond Flowers - Badam Katli","Anupama Paliwal","2018-11-16 15:03:54","/wp-content/uploads/2015/11/recipes-No-Bake-Almond-Flowers-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20181116-2015-11-16-no-bake-almond-flowers-video-recipe.md","These No Bake Almond Flowers or Badam Katli make a quick and easy dessert. These cute little flowers are adorably tiny and making them is as easy as pie – kids would simply love these."
"http://localhost:1313/toasted-coconut-sesame-rice-krispie-and-multigrain-cheerios-dark-chocolate-bars/","Toasted Coconut Sesame Rice Krispie and Multigrain Cheerios Dark Chocolate Bars","Anupama Paliwal","2018-09-16 11:52:48","/wp-content/uploads/2015/09/recipe-Toasted-Coconut-Sesame-Rice-Krispie-and-Multigrain-Cheerios-Dark-Chocolate-Bars-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180916-2015-09-16-toasted-coconut-sesame-rice-krispie-and-multigrain-cheerios-dark-chocolate-bars.md","Toasted Coconut Sesame Rice Krispie and Multigrain Cheerios Dark Chocolate Bars. These particular bars have toasted coconut, toasted sesame seeds, marshmallow, coconut oil, rice krispie, multigrain cheerios and dark chocolate. They are simply amazing."
"http://localhost:1313/mooli-paratha-strawberry-grapes-chutney-video/","Mooli Paratha With Strawberry Grapes Chutney | Video","Anupama Paliwal","2018-05-12 14:08:28","/wp-content/uploads/2016/05/recipes-Mooli-Paratha-With-Strawberry-Grape-Chutney-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180512-2016-05-12-mooli-paratha-strawberry-grapes-chutney-video.md","Mooli parathas are famous Indian flatbreads. They make an ultimate, quick breakfast meal. And this tropical Strawberry Grapes Chutney is bursting with deliciousness and sweet, spicy and tangy flavors."
"http://localhost:1313/vegan-thai-green-curry-vegetable-noodles-video-recipe/","Vegan Thai Green Curry Vegetable Noodles | Video Recipe","Anupama Paliwal","2018-11-07 13:07:51","/wp-content/uploads/2016/11/recipes-Vegan-Thai-Green-Curry-Vegetable-Noodles-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20181107-2016-11-07-vegan-thai-green-curry-vegetable-noodles-video-recipe.md","Vegan Thai Green Curry Vegetable Noodles. This bowl is full of rice noodles. The stir-fry has a mix of peanut oil, ginger, garlic, a little rice vinegar, tamari, chili flakes, sesame seeds, salt and pepper and green curry paste and a lot of veggies."
"http://localhost:1313/zero-oil-mint-chola-cornmeal-tart-video-recipe/","Zero-Oil Mint-Chola Cornmeal Tart | Video Recipe","Anupama Paliwal","2018-06-11 15:21:32","/wp-content/uploads/2016/06/recipe-of-Zero-Oil-Mint-Chola-Cornmeal-Tart-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180611-2016-06-11-zero-oil-mint-chola-cornmeal-tart-video-recipe.md","Zero-Oil Mint-Chola Cornmeal Tart is an entire Indian meal in tart form. They are light, crispy, sweet, spicy, aromatic and basically filled with all better and healthier things.They are made in ZERO Oil. They are VEGAN. They is GLUTEN FREE too."
"http://localhost:1313/cabbage-spinach-thepla/","Cabbage Spinach Thepla (Recipe + Story)","Anupama Paliwal","2018-06-03 14:58:58","/wp-content/uploads/2015/06/recipe-cabbage-spinach-thepla-anupama-paliwal-my-ginger-garlic-kitchen-FI1.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180603-2015-06-03-cabbage-spinach-thepla.md","Cabbage Spinach Thepla is a twisted version of most popular fenugreek thepla (methi thepla). A traditional Thepla is an Indian flatbread made with whole wheat flour, gram flour, yogurt, spices, and fenugreek leaves. Basically, it is a spiced Indian flatbread."
"http://localhost:1313/awesome-pineapple-coconut-rabri-recipe/","Pineapple Coconut Rabri","Anupama Paliwal","2019-03-12 15:26:57","/wp-content/uploads/2014/08/recipe-pineapple-coconut-rabri-anupama-paliwal-my-ginger-garlic-kitchen-1.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190312-2014-08-21-awesome-pineapple-coconut-rabri-recipe.md","Pineapple Coconut Rabri is an Indian style dessert, and a totally awesome one. This exotic sweet dish has a unique fruity-juicy pineapple flavor which shines this authentic dessert Rabri. And coconut adds a nice nutty texture to this."
"http://localhost:1313/adult-beer-float-video-recipe/","Adult Beer Float | Video Recipe","Anupama Paliwal","2018-09-29 14:50:27","/wp-content/uploads/2016/09/recipes-Home-Brewed-Beer-Float-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180929-2016-09-29-adult-beer-float-video-recipe.md","Adult Beer Float — Vanilla bean ice cream and home brewed beer combined with a dollop of whipped cream and a drizzle of caramel sauce would make an ultimate weekend adult drink. Plus, they can satisfy your dessert cravings. Also, making them is 2 minutes game. Other than that, drinking them is so much fun. Perfect for any home-party."
"http://localhost:1313/spanish-style-vegetarian-omelette-video/","Spanish Style Omelette Recipe – Tortilla Española | Video Recipe","Anupama Paliwal","2019-04-04 14:06:25","/wp-content/uploads/2016/04/recipes-Spanish-Style-Vegetarian-Omelette-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190404-2017-04-04-spanish-style-vegetarian-omelette-video.md","This Spanish Style Omelette Recipe - Tortilla Española is traditionally made from eggs, potatoes, onions and chorizo or tuna. To make it vegetarian I added vegetables instead of chorizo or tuna. You know what I love most about this dish — it’s so rich, classic and versatile."
"http://localhost:1313/peas-coconut-peda/","Peas Coconut Peda Recipe | Matar Nariyal Ke Pede","Anupama Paliwal","2018-09-10 13:21:45","/wp-content/uploads/2014/10/recipe-peas-coconut-peda-anupama-paliwal-my-ginger-garlic-kitchen-4.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180910-2017-09-10-peas-coconut-peda.md","Peas Coconut Peda Recipe | Matar Nariyal Ke Pede — they are are soft, buttery, creamy, and with a little bit nutty. They would just melt in your mouth."
"http://localhost:1313/distinctive-red-cabbage-omelet-recipe/","Distinctive Red Cabbage Omelet | How to Make Purple Cabbage Omelet","Anupama Paliwal","2019-02-10 14:51:28","/wp-content/uploads/2014/08/recipe-distinctive-red-cabbage-omelet-anupama-paliwal-my-ginger-garlic-kitchen-3.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190214-2016-08-01-distinctive-red-cabbage-omelet-recipe.md","Distinctive Red Cabbage Omelet is an egg omelet. Prepared with fresh and crunchy red cabbage and adding onions gives it flying wings. This is spicy and a bit green, which makes you feel so refreshing."
"http://localhost:1313/black-eyed-bean-carrot-biryani-video/","Lobia Rice Recipe | Black Eyed Bean Carrot Biryani | Video","Anupama Paliwal","2018-08-05 00:23:48","/wp-content/uploads/2016/05/recipes-Black-Eyed-Bean-Carrot-Biryani-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180805-2017-08-05-black-eyed-bean-carrot-biryani-video.md","Lobia Pulao Recipe | Black Eyed Bean Carrot Biryani is the main course meal loaded with carrots, black-eyed beans and spices."
"http://localhost:1313/puff-pastry-apricot-galette-with-almond-topping-video-recipe/","Puff Pastry Apricot Galette with Almond Topping | VIDEO Recipe","Anupama Paliwal","2018-08-29 08:21:53","/wp-content/uploads/2016/08/recipes-Puff-Pastry-Apricot-Galette-With-Almond-Topping-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180829-2016-08-29-puff-pastry-apricot-galette-with-almond-topping-video-recipe.md","Puff Pastry Apricot Galette with Almond Topping. This is puff pastry filled with fresh tangy apricots, sugar, cornstarch, cardamom and cinnamon. Cinnamon and cardamom provide a subtle background flavor which works wonderfully with the tart and apricots. The topping of almond on pastry and on the top is what makes it more desirable. Some sprinkle of cinnamon sugar at the end. It can be eaten hot, warm or cold with a dollop of ice-cream or may be without the ice-cream."
"http://localhost:1313/blueberry-oatmeal-breakfast-crumble-bars-recipe/","Blueberry Oatmeal Breakfast Crumble Bars","Anupama Paliwal","2019-03-11 14:59:34","/wp-content/uploads/2014/09/recipe-blueberry-oat-bars-anupama-paliwal-my-ginger-garlic-kitchen-6.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190311-2014-09-10-blueberry-oatmeal-breakfast-crumble-bars-recipe.md","Blueberry Oatmeal Breakfast Crumble Bars have layers of crispy oatmeal, cinnamon and brown sugar, flour and soft, berry-licious center filling, which makes it more delish and irresistible."
"http://localhost:1313/rajma-tofu-paratha-pocket-bites-with-boondi-raita-video-recipe/","Rajma Tofu Paratha Pocket Bites With Boondi Raita | Video Recipe","Anupama Paliwal","2018-09-01 10:46:37","/wp-content/uploads/2016/09/recipes-Rajma-Tofu-Pcoket-Paratha-Bites-With-Boondi-Raita-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180901-2016-09-01-rajma-tofu-paratha-pocket-bites-with-boondi-raita-video-recipe.md","Rajma Tofu Paratha Pocket Bites With Boondi Raita! These spicy and delicious Rajma Tofu Paratha pockets are a wholesome meal which would taste even better when served with boondi raita. This is a mouth-watering breakfast full of protein and iron."
"http://localhost:1313/strawberry-white-hot-chocolate-video/","Strawberry White Hot Chocolate | Video","Anupama Paliwal","2019-04-11 11:15:20","/wp-content/uploads/2016/04/recipes-Strawberry-white-hot-chocolate-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190411-2016-04-11-strawberry-white-hot-chocolate-video.md","This rich and classic strawberry white hot chocolate is made with fresh strawberries blended with milk and cream. A super fast pink and delicious hot chocolate which can be made in 15 minutes from start to finish."
"http://localhost:1313/ginger-cardamom-tea-adrak-ilaichi-wali-chai/","Ginger Cardamom Tea – Adrak Ilaichi Wali Chai","Anupama Paliwal","2019-02-26 11:42:45","/wp-content/uploads/2015/02/recipe-ginger-cardamom-tea-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190226-2015-02-26-ginger-cardamom-tea-adrak-ilaichi-wali-chai.md","Ginger Cardamom Tea - Adrak Ilaichi Wali Chai! Ginger is known as 'Adrak in Hindi', and cardamom is 'ilaichi' and tea is called 'chai'. So this tea In India is known as ‘Adrak Ilaichi Wali Chai'."
"http://localhost:1313/kidney-bean-tostadas-bell-pepper-salsa/","Kidney Bean Tostadas with Bell Pepper Salsa","Anupama Paliwal","2019-02-05 11:03:25","/wp-content/uploads/2014/12/recipe-wholewheat-kidneybean-tostadas-with-bellpepper-salsa-anupama-paliwal-my-ginger-garlic-kitchen-6.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190205-2014-12-05-kidney-bean-tostadas-bell-pepper-salsa.md","Kidney Bean Tostadas with Bell Pepper Salsa is a mexican, spanish dish for very famous for lunch or dinner. This is full of awesomeness includes bell pepper."
"http://localhost:1313/eggless-chocolate-mousse/","Eggless Chocolate Mousse","Anupama Paliwal","2019-02-05 18:41:10","/wp-content/uploads/2015/02/recipe-eggless-chocolate-mousse-anupama-paliwal-my-ginger-garlic-kitchen-fi.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190205-2015-02-05-eggless-chocolate-mousse.md","Eggless chocolate mousse is made with cream, heavy whip cream, some sugar, and vanilla extract. And the result was SO creamy-classic chocolatey-dessert."
"http://localhost:1313/pink-and-white-refreshing-watermelon-lemonade/","Pink and White Refreshing Watermelon Lemonade","Anupama Paliwal","2018-06-12 15:59:49","/wp-content/uploads/2015/06/recipe-watermelon-lemonade-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180612-2015-06-12-pink-and-white-refreshing-watermelon-lemonade.md","Pink and White Refreshing Watermelon Lemonade is a VERY simple recipe. You just need watermelon, lemon juice, sugar, and water. Some ice cubes are great, too. Oh, and garnish with some chives if you like."
"http://localhost:1313/chocolate-molten-lava-mug-cake/","Chocolate Molten Lava Mug Cake","Anupama Paliwal","2019-03-27 11:54:25","/wp-content/uploads/2015/03/recipe-Chocoalte-Molten-Lava-Mug-Cake-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190321-2015-03-21-chocolate-molten-lava-mug-cake.md","This Cake is warm, moist and fluffy on the outside. A warm chocolate molten lava sauce with the gooey oozing chocolaty center inside. Chocolate outside, chocolate inside - I would say it is DOUBLE YUM!"
"http://localhost:1313/roasted-zucchini-garlic-with-spiced-split-bengal-gram/","Roasted Zucchini Garlic with Spiced Split Bengal Gram","Anupama Paliwal","2018-08-10 10:20:37","/wp-content/uploads/2015/08/recipe-roasted-zucchini-garlic-with-spiced-split-bengal-gram-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180810-2015-08-10-roasted-zucchini-garlic-with-spiced-split-bengal-gram.md","Roasted Zucchini Garlic with Spiced Split Bengal Gram deliciously spicy lentils and vegetable base curry. This dish has a kind of balance between sweet-tangy-spicy flavour. It carries every flavor very delicately."
"http://localhost:1313/15-minutes-creme-fraiche-raspberry-peas-lemony-pasta/","15 Minutes Creme Fraiche Raspberry Peas Lemony Pasta","Anupama Paliwal","2018-07-13 08:30:57","/wp-content/uploads/2015/07/recipe-creme-fraiche-raspberry-peas-pasta-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180713-2015-07-13-15-minutes-creme-fraiche-raspberry-peas-lemony-pasta.md","15 Minutes Creme Fraiche Raspberry Peas Lemony Pasta. When you are in a dilemma on what to eat. A warm or cold summery fruity pasta would do the magic. The one that did its magic this weekend for us was – 15 Minutes Creme Fraiche Raspberry Peas Lemony Pasta. This one fits well in such situations."
"http://localhost:1313/spiced-fenugreek-beet-baked-mathri/","Spiced Fenugreek Beet Baked Mathri","Anupama Paliwal","2018-08-28 08:06:59","/wp-content/uploads/2015/08/recipe-Spiced-Fenugreek-Baked-Beet-Mathri-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180828-2015-08-28-spiced-fenugreek-beet-baked-mathri.md","Spiced Fenugreek Beet Baked Mathri . Mathri (cracker) is a traditional classic North Indian afternoon tea time snack. It is made with all-purpose flour aka maida and wheat flour or semolina."
"http://localhost:1313/chickpea-curry-stuffed-crispy-bread-cups-recipe/","Chickpea Curry Stuffed Crispy Bread Cups","Anupama Paliwal","2019-02-19 15:34:55","/wp-content/uploads/2014/08/recipe-chickpea-curry-stuffed-bread-cups-anupama-paliwal-my-ginger-garlic-kitchen-5.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190219-2014-08-16-chickpea-curry-stuffed-crispy-bread-cups-recipe.md","Chickpea Curry Stuffed Crispy Bread Cups are wholesome bread delight; they can be served as a snack, or as an appetizer before the main meal. Crispy Bread Cups are high-protein dish, because of chickpea curry stuffing which contains lots of protein."
"http://localhost:1313/rice-krispie-cornflakes-bhel-video/","Rice Krispie Cornflakes Bhel | Video","Anupama Paliwal","2018-06-13 11:05:30","/wp-content/uploads/2016/06/recipes-Rice-Krispie-Cornflakes-Bhel-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180613-2016-06-13-rice-krispie-cornflakes-bhel-video.md","Rice Krispie Cornflakes Bhel is a healthy, guilt-free, gluten-free, dairy-free, vegan BHEL, which is bursting with so many delectable flavors and textures such as; crispy, crunchy, sweet, tangy and spicy."
"http://localhost:1313/one-pan-thai-yellow-curry-mac-video/","One Pan Thai Yellow Curry Macaroni | Video","Anupama Paliwal","2019-04-07 10:42:26","/wp-content/uploads/2016/04/recipes-One-Pan-Thai-Yellow-Curry-Mac-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190407-2016-04-07-one-pan-thai-yellow-curry-mac-video.md","One Pan Thai Yellow Curry Macaroni is no-stress, no-mess recipes for any night of the week. A perfect flavorful meal which is fuss-free for midweek entertaining. It has simple simple yet classic flavors."
"http://localhost:1313/cherry-berry-iced-tea-with-lemon-mint-ginger-and-honey/","Cherry-Berry Iced Tea With Lemon Mint Ginger And Honey","Anupama Paliwal","2018-08-03 10:11:41","/wp-content/uploads/2015/08/recipe-cherry-iced-tea-with-lemon-mint-ginger-and-honey-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180803-2015-08-03-cherry-berry-iced-tea-with-lemon-mint-ginger-and-honey.md","Cherry-Berry Iced Tea With Lemon Mint Ginger And Honey has all the goodness of berries, freshness of lemon and mint, piquant taste of ginger, and sweetness of honey. This cherry berry iced tea will cool you off and make you smile. So try it once and and you will be so happy. This is one of those perfect drinks to beat the summer heat."
"http://localhost:1313/tortilla-poha-kiwi-peanut-salsa-video/","Tortilla Poha With Kiwi Peanut Salsa | Video","Anupama Paliwal","2018-05-23 12:42:41","/wp-content/uploads/2016/05/recipes-Tortilla-Poha-With-Kiwi-Peanut-Salsa-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180523-2016-05-23-tortilla-poha-kiwi-peanut-salsa-video.md","Tortilla Poha With Kiwi Peanut Salsa is an Indo Mexican inspired bowl. Tortilla Poha delicious dish made from leftover Roti, phulka or chapatis. This poha tastes wonderful by itself, but I love to enjoy it with a bit more of flavor punch. This extra flavor comes from Kiwi Peanut Salsa. This salsa is what completes this poha. It’s sweet, spicy and has just a nice crunch of peanut and flavor of fresh cilantro. This makes a perfect breakfast or brunch."
"http://localhost:1313/coconut-milk-banana-strawberry-smoothie-topped-with-toasted-coconut/","Coconut Milk Banana Strawberry Smoothie Topped With Toasted Coconut","Anupama Paliwal","2018-06-05 15:54:10","/wp-content/uploads/2015/06/recipe-banana-strawberry-coconut-smoothie-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180605-2015-06-05-coconut-milk-banana-strawberry-smoothie-topped-with-toasted-coconut.md","This Coconut Milk Banana Strawberry Smoothie topped with toasted coconut is a healthy, and nutritious breakfast smoothie."
"http://localhost:1313/chickpea-zucchini-mushroom-pizza-with-pickled-peppers-and-olives/","Chickpea Zucchini Mushroom Pizza with Pickled Peppers and Olives","Anupama Paliwal","2018-10-02 12:28:10","/wp-content/uploads/2015/10/recipe-Chickpea-Zucchini-Mushroom-Pizza-with-Pickled-Peppers-and-Olives-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20181002-2015-10-02-chickpea-zucchini-mushroom-pizza-with-pickled-peppers-and-olives.md","Chickpea Zucchini Mushroom Pizza with Pickled Peppers and Olives. I rolled the dough first. Spread generous amount of sauce over pizza. Spread mozzarella cheese. Added zucchini, chickpeas, mushroom, sun-dried tomatoes, olives, onion and pickled peppers. Some more cheese and baked it."
"http://localhost:1313/carrot-zucchini-semolina-pancake-with-potato-patties-and-fresh-salad/","Carrot Zucchini Semolina Pancake With Potato Patties and Fresh Salad [RECIPE+STORY]","Anupama Paliwal","2018-04-15 07:43:22","/wp-content/uploads/2015/04/recipe-carrot-aucchini-semolina-pancake-with-potato-patties-and-fresh-salad-anupama-paliwal-my-ginger-garlic-kitchen-FI1.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180415-2015-04-15-carrot-zucchini-semolina-pancake-with-potato-patties-and-fresh-salad.md","Carrot Zucchini Semolina Pancake With Potato Patties and Fresh Salad is a delicious and quick breakfast or lunch recipe made with a semolina and yogurt batter, along with onion, carrot, zucchini and some spices."
"http://localhost:1313/chocolate-vanilla-mocha-frappuccino-recipe/","Chocolate Vanilla Mocha Frappuccino","Anupama Paliwal","2019-03-02 15:18:41","/wp-content/uploads/2014/08/recipe-chocolate-mocha-vanilla-frappuccino-anupama-paliwal-my-ginger-garlic-kitchen-7.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190302-2014-08-02-chocolate-vanilla-mocha-frappuccino-recipe.md","Chocolate Vanilla Mocha Frappuccino is a chilled and refreshing summer drink. It’s a quick and easy to make recipe with ingredients you most likely already have in your kitchen."
"http://localhost:1313/banana-chocolate-muffins-wheat-flour-recipe/","Banana Chocolate Muffins with Wheat Flour","Anupama Paliwal","2019-03-10 15:55:43","/wp-content/uploads/2014/08/recipe-banana-chocolate-muffins-with-wheat-flour-anupama-paliwal-my-ginger-garlic-kitchen-1.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190310-2014-09-10-banana-chocolate-muffins-wheat-flour-recipe.md","Banana Chocolate Muffins with Wheat Flour is the healthier version of usual banana chocolate muffins. These delicious muffins are as easy as pie to make, very little mess, and no extra equipment needed."
"http://localhost:1313/rajma-masala-spiced-kidney-beans-in-tomato-rich-gravy/","Rajma Masala - Spiced Kidney Beans in Tomato Rich Gravy","Anupama Paliwal","2019-04-01 15:24:54","/wp-content/uploads/2015/04/recipe-rajma-masala-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190401-2015-04-07-rajma-masala-spiced-kidney-beans-in-tomato-rich-gravy.md","Rajma is a quintessential North Indian delicacy. This is an aromatic curry which is cooked in rich, creamy, and spicy tomato sauce. This is served along with flat bread or rice."
"http://localhost:1313/indian-spiced-dal-chawal-arancini-paired-with-pickled-mayonnaise-split-bengal-gram-salad-and-raspeberry-sauce-baked-version/","Indian Spiced Dal Chawal Arancini Paired with Pickled Mayonnaise, Split Bengal Gram Salad, and Raspberry Sauce – Baked Version","Anupama Paliwal","2019-04-10 07:10:41","/wp-content/uploads/2015/03/recipe-indian-spiced-dal-chawal-arancini-paired-with-pickled-mayo-split-bengal-gram-salad-and-raspeberry-sauce-baked-version-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190410-2018-04-10-indian-spiced-dal-chawal-arancini-paired-with-pickled-mayonnaise-split-bengal-gram-salad-and-raspeberry-sauce-baked-version.md","Indian Spiced Dal Chawal Arancini Paired with Pickled Mayonnaise, Split Bengal Gram Salad, and Raspberry Sauce - Baked Version. This taste so good — plus, this is packed with so many flavours, textures and perfect crispness."
"http://localhost:1313/caramelized-peach-pesto-tart-with-blueberries-and-pistachio/","Caramelized Peach Pesto Tart with Blueberries and Pistachio","Anupama Paliwal","2018-09-07 09:57:51","/wp-content/uploads/2015/09/recipe-Peach-Pesto-Tart-with-Blueberries-and-Basils-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180907-2015-09-07-caramelized-peach-pesto-tart-with-blueberries-and-pistachio.md","These Caramelized Peach Pesto Tart with Blueberries and Pistachio are so full of caramelized peaches, pesto, feta cheese and some more feta cheese with fresh blueberries and pistachio. For a finishing touch they are nicely drizzled up with some sriracha sauce or some hot pepper sauce. The result you get is the perfect tarts — the most divine appetizers ever. These ingredients really go incredibly well together."
