BOOK_SERIAL_NUMBER;BOOK_TYPE;BOOK_NAME;BOOK_NAME_TRANSLATED_ENGLISH;BOOK_URL;BOOK_NAME_ENGLISH_TRANSLITERATED;BOOK_URL_HOME;PDF_URLS;NUM_MAX_PAGES
BOOK_SERIALNUM_292;Scan Book Version;क्रांति की रूपरेखा;outline of the revolution;http://literature.awgp.org/book/kranti_ki_ruprekha/v1.1;karaanti ki rooparekha;http://literature.awgp.org/book/kranti_ki_ruprekha/v1;http://literature.awgp.org/var/node/2003/Kranti_Ki_Ruprekha.pdf;http://literature.awgp.org/book/kranti_ki_ruprekha/v1.96
BOOK_SERIALNUM_293;Text Book Version;क्षुद्र हम क्षुद्रतम हमारी इच्छाएँ;petty we petty our desires;http://literature.awgp.org/book/kshudr_ham_kshudratam_hamaree_ichchhaen/v1.1;kashhudar ham kashhudaratam hamaari ichachhaen;http://literature.awgp.org/book/kshudr_ham_kshudratam_hamaree_ichchhaen/v1;;
BOOK_SERIALNUM_294;Scan Book Version;क्षुद्रता छोड़े महानता के पथ पर चलें;Leave pettiness and walk on the path of greatness;http://literature.awgp.org/book/kshudrata_chhoden_mahanata_ke_path_par_chalen/v2.1;kashhudarata chhodae mahaanata ke path par chalen;http://literature.awgp.org/book/kshudrata_chhoden_mahanata_ke_path_par_chalen/v2;http://literature.awgp.org/var/node/68863/Kshudrata_Chhoden_Mahanata_Ke_Path_Par_Chalen.pdf;http://literature.awgp.org/book/kshudrata_chhoden_mahanata_ke_path_par_chalen/v2.32
BOOK_SERIALNUM_295;Text Book Version;क्षुद्रता छोड़ें महानता के पथ पर चलें;leave pettiness walk the path of greatness;http://literature.awgp.org/book/kshudrata_chhoden_mahanata_ke_path_par_chalen/v1.1;kashhudarata chhoड़en mahaanata ke path par chalen;http://literature.awgp.org/book/kshudrata_chhoden_mahanata_ke_path_par_chalen/v1;http://literature.awgp.org/var/node/68809/H-JS_22_Kshudrata_Chhoden_Mahanata_Ke_Path_Par_Chalen.pdf;
BOOK_SERIALNUM_296;Text Book Version;खाते समय इन बातें का ध्यान रखें;Keep these things in mind while eating;http://literature.awgp.org/book/khate_samay_inbaato_ka_dhyan_rkkhe/v1.1;khaate samay in baaten ka dhyaan rakhen;http://literature.awgp.org/book/khate_samay_inbaato_ka_dhyan_rkkhe/v1;;http://literature.awgp.org/book/khate_samay_inbaato_ka_dhyan_rkkhe/v1.6
BOOK_SERIALNUM_297;Text Book Version;खाया कैसे जाय ?;How to eat;http://literature.awgp.org/book/khaya_kaise_jaye_?/v1.1;khaaya kaise jaay ?;http://literature.awgp.org/book/khaya_kaise_jaye_?/v1;;
BOOK_SERIALNUM_298;Text Book Version;खाया कैसे जाय?;How to eat;http://literature.awgp.org/book/khaya_kese_jaye/khaya_kese_jaye/book/v1.1;khaaya kaise jaaya?;http://literature.awgp.org/book/khaya_kese_jaye/khaya_kese_jaye/book/v1;;
BOOK_SERIALNUM_299;Text Book Version;खिलौनों ने अध्यात्म का सत्यानाश कर दिया;toys destroy spirituality;http://literature.awgp.org/book/khilaunon_ne_adhyatm_ka_satyanash_kar_diya/v1.1;khilaunon ne adhyaatam ka satayaanaash kar diya;http://literature.awgp.org/book/khilaunon_ne_adhyatm_ka_satyanash_kar_diya/v1;http://literature.awgp.org/var/node/68807/H-JS_37_Khilaunone_Aadhyatm_Ka_Shatyanash_Kar_Diya.pdf;
BOOK_SERIALNUM_300;Scan Book Version;खिलौनों ने अध्यात्म का सत्यानाश कर दिया;toys destroy spirituality;http://literature.awgp.org/book/khilaunon_ne_adhyatm_ka_satyanash_kar_diya/v2.1;khilaunon ne adhyaatam ka satayaanaash kar diya;http://literature.awgp.org/book/khilaunon_ne_adhyatm_ka_satyanash_kar_diya/v2;http://literature.awgp.org/var/node/68864/Khilaunone_Aadhyatm_Ka_Shatyanash_Kar_Diya.pdf;http://literature.awgp.org/book/khilaunon_ne_adhyatm_ka_satyanash_kar_diya/v2.32
BOOK_SERIALNUM_301;Scan Book Version;गणेश शंकर विद्यार्थी;Ganesh Shankar Vidyarthi;http://literature.awgp.org/book/ganesh_shankar_vidyarthi/v1.1;ganesh shankar vidayaarathi;http://literature.awgp.org/book/ganesh_shankar_vidyarthi/v1;http://literature.awgp.org/var/node/72412/Ganesh_Shankar_Vidhyarthi.pdf;http://literature.awgp.org/book/ganesh_shankar_vidyarthi/v1.32
BOOK_SERIALNUM_302;Scan Book Version;गन्दगी की घृणित असभ्यता;the disgusting barbarity of filth;http://literature.awgp.org/book/Gandagi_KiGrinit_Asabhyata/v1.1;ganadagi ki gharinit asabhayata;http://literature.awgp.org/book/Gandagi_KiGrinit_Asabhyata/v1;http://literature.awgp.org/var/node/1855/Gandagi_Ki_Ghrunit_Asabhyata.pdf;http://literature.awgp.org/book/Gandagi_KiGrinit_Asabhyata/v1.24
BOOK_SERIALNUM_303;Scan Book Version;गमलों में स्वास्थ्य;health in pots;http://literature.awgp.org/book/Gamalon_Men_Swasthya/v1.1;gamalon men savaasathay;http://literature.awgp.org/book/Gamalon_Men_Swasthya/v1;http://literature.awgp.org/var/node/1800/Gamalon_Me_Swasthya.pdf;http://literature.awgp.org/book/Gamalon_Men_Swasthya/v1.42
BOOK_SERIALNUM_304;Text Book Version;गर पूछे कोई मुझसे तो मैं कहूँ कि स्वर्ग बस यहीं है;If someone asks me, I will say that heaven is only here;http://literature.awgp.org/book/gar_poochhe_koee_mujhase_to_main_kahoon_ki_svarg_bas_yaheen_hai/v1.1;gar poochhe koi mujhase to main kahoon ki savarag bas yahin hai;http://literature.awgp.org/book/gar_poochhe_koee_mujhase_to_main_kahoon_ki_svarg_bas_yaheen_hai/v1;;
BOOK_SERIALNUM_305;Text Book Version;गरीब लोग अमीरों का स्वांग न बनायें;Poor people should not pretend to be rich;http://literature.awgp.org/book/log_ameero_ka_swang_na_bnaye/v1.1;garib log amiron ka savaang n banaayen;http://literature.awgp.org/book/log_ameero_ka_swang_na_bnaye/v1;;
BOOK_SERIALNUM_306;Scan Book Version;गहना कर्मणोगति:;Jewel Karmanogati:;http://literature.awgp.org/book/the_absolute_law_of_karma/v2.1;gahana karamanogati:;http://literature.awgp.org/book/the_absolute_law_of_karma/v2;http://literature.awgp.org/var/node/1654/H-VN_13_Gahana_Karmano_Gati.pdf;http://literature.awgp.org/book/the_absolute_law_of_karma/v2.40
BOOK_SERIALNUM_307;Text Book Version;गहना कर्मणोगतिः;Jewel Karmanogati:;http://literature.awgp.org/book/the_absolute_law_of_karma/v4.1;gahana karamanogatih;http://literature.awgp.org/book/the_absolute_law_of_karma/v4;http://literature.awgp.org/var/node/1654/H-VN_13_Gahana_Karmano_Gati.pdf;http://literature.awgp.org/book/the_absolute_law_of_karma/v4.6
BOOK_SERIALNUM_308;Text Book Version;गायत्री अनुष्ठान का विज्ञान और विधान;Science and Method of Gayatri Ritual;http://literature.awgp.org/book/gayatree_anushthan_ka_vijnan_aur_vidhan/v1.1;gayatri anushhathaan ka vigyaana aur vidhan;http://literature.awgp.org/book/gayatree_anushthan_ka_vijnan_aur_vidhan/v1;;http://literature.awgp.org/book/gayatree_anushthan_ka_vijnan_aur_vidhan/v1.10
BOOK_SERIALNUM_309;Text Book Version;गायत्री उपनिषद्;Gayatri Upanishad;http://literature.awgp.org/book/gayatri_upnishad/v1.1;gayatri upanishhad;http://literature.awgp.org/book/gayatri_upnishad/v1;;http://literature.awgp.org/book/gayatri_upnishad/v1.10
BOOK_SERIALNUM_310;Text Book Version;गायत्री उपासना अनिवार्य है - आवश्यक है;Gayatri worship is mandatory - necessary;http://literature.awgp.org/book/gayatree_upasana_anivary_hai_aavashyak_hai/v1.1;gayatri upaasana anivaaray hai  -  aavashayak hai;http://literature.awgp.org/book/gayatree_upasana_anivary_hai_aavashyak_hai/v1;;http://literature.awgp.org/book/gayatree_upasana_anivary_hai_aavashyak_hai/v1.20
BOOK_SERIALNUM_311;Scan Book Version;गायत्री उपासना की सफलता की तीन शर्तें;Three conditions for the success of Gayatri worship;http://literature.awgp.org/book/gayatree_upasana_kee_safalata_kee_teen_sharten/v2.1;gayatri upaasana ki safalata ki tin sharaten;http://literature.awgp.org/book/gayatree_upasana_kee_safalata_kee_teen_sharten/v2;http://literature.awgp.org/var/node/68865/Gayatri_Upasana_Ki_Safalata_Ki_Teen_Sharten.pdf;http://literature.awgp.org/book/gayatree_upasana_kee_safalata_kee_teen_sharten/v2.32
BOOK_SERIALNUM_312;Text Book Version;गायत्री उपासना की सफलता की तीन शर्तें;Three conditions for the success of Gayatri worship;http://literature.awgp.org/book/gayatree_upasana_kee_safalata_kee_teen_sharten/v1.1;gayatri upaasana ki safalata ki tin sharaten;http://literature.awgp.org/book/gayatree_upasana_kee_safalata_kee_teen_sharten/v1;http://literature.awgp.org/var/node/68817/H-JS_28_Gayatri_Upasana_Ki_Safalata_Ki_Teen_Sharten.pdf;
BOOK_SERIALNUM_313;Text Book Version;गायत्री उपासना कैसे;how to worship gayatri;http://literature.awgp.org/book/gayatri_upasana_kese/v1.1;gayatri upaasana kaise;http://literature.awgp.org/book/gayatri_upasana_kese/v1;;http://literature.awgp.org/book/gayatri_upasana_kese/v1.2
BOOK_SERIALNUM_314;Scan Book Version;गायत्री उपासना से ब्रह्मवर्चस की प्राप्ति;Attainment of Brahmavarchas by Gayatri worship;http://literature.awgp.org/book/gayatri_upasna_se_brahmvarchs_ki_prapti/v1.1;gayatri upaasana se barahamavarachas ki paraapati;http://literature.awgp.org/book/gayatri_upasna_se_brahmvarchs_ki_prapti/v1;;http://literature.awgp.org/book/gayatri_upasna_se_brahmvarchs_ki_prapti/v1.54
BOOK_SERIALNUM_315;Scan Book Version;गायत्री एवं यज्ञ का वैज्ञानिक रहस्य;Scientific secret of Gayatri and Yagya;http://literature.awgp.org/book/gayatri_aur_yagya_ka/v1.1;gayatri evan yagya ka vaigyaanik rahasay;http://literature.awgp.org/book/gayatri_aur_yagya_ka/v1;http://literature.awgp.org/var/node/2367/Gayatri_Avam_Yagya_Ka_Vaigyanik_Rahasya.pdf;http://literature.awgp.org/book/gayatri_aur_yagya_ka/v1.25
BOOK_SERIALNUM_316;Scan Book Version;गायत्री और उसकी प्राण प्रक्रिया;Gayatri and its vital process;http://literature.awgp.org/book/gayatri_aur_uski_pran_prakriya/v1.1;gayatri aur usaki paraan parakariya;http://literature.awgp.org/book/gayatri_aur_uski_pran_prakriya/v1;http://literature.awgp.org/var/node/2422/Gayatri_Aur_Usaki_Pran_Prakriya.pdf;http://literature.awgp.org/book/gayatri_aur_uski_pran_prakriya/v1.32
BOOK_SERIALNUM_317;Scan Book Version;गायत्री और यज्ञ का दर्शन मानव मात्र के लिए;Philosophy of Gayatri and Yagya for human beings only;http://literature.awgp.org/book/gayatree_aur_yajn_ka_darshan_manav_matr_ke_lie/v1.1;gayatri aur yagya ka darashan maanav maatar ke lie;http://literature.awgp.org/book/gayatree_aur_yajn_ka_darshan_manav_matr_ke_lie/v1;http://literature.awgp.org/var/node/69115/Gayatri_Aur_Yagya_Ka_Darshan_Manavmatra_Ke_Lie.pdf;http://literature.awgp.org/book/gayatree_aur_yajn_ka_darshan_manav_matr_ke_lie/v1.32
BOOK_SERIALNUM_318;Text Book Version;गायत्री और यज्ञ का दर्शन मानव मात्र के लिए;Philosophy of Gayatri and Yagya for human beings only;http://literature.awgp.org/book/gayatree_aur_yajn_ka_darshan_manav_matr_ke_lie/v2.1;gayatri aur yagya ka darashan maanav maatar ke lie;http://literature.awgp.org/book/gayatree_aur_yajn_ka_darshan_manav_matr_ke_lie/v2;;
BOOK_SERIALNUM_319;Text Book Version;गायत्री और यज्ञ विज्ञान का अन्योन्याश्रित सम्बन्ध;Interdependent relation of Gayatri and Yagya science;http://literature.awgp.org/book/gayatri_aur_yagya_ka_anyonyashriya_sambandh/v1.1;gayatri aur yagya vigyaan ka anayonayaasharit samabanadh;http://literature.awgp.org/book/gayatri_aur_yagya_ka_anyonyashriya_sambandh/v1;;http://literature.awgp.org/book/gayatri_aur_yagya_ka_anyonyashriya_sambandh/v1.10
BOOK_SERIALNUM_320;Text Book Version;गायत्री और यज्ञोपवीत;Gayatri and Yagyopaveet;http://literature.awgp.org/book/Gayatri_Aur_Yagyopavit/v2.1;gayatri aur yajaniopavit;http://literature.awgp.org/book/Gayatri_Aur_Yagyopavit/v2;;http://literature.awgp.org/book/Gayatri_Aur_Yagyopavit/v2.8
BOOK_SERIALNUM_321;Scan Book Version;गायत्री और सावित्री-एक ही महाशक्ति के दो रूप;Gayatri and Savitri - two forms of the same superpower;http://literature.awgp.org/book/gayatri_aur_savitri_ek_hi_mahashakti_ke_do_roop/v1.1;gayatri aur saavitari - ek hi mahaashakti ke do roop;http://literature.awgp.org/book/gayatri_aur_savitri_ek_hi_mahashakti_ke_do_roop/v1;;http://literature.awgp.org/book/gayatri_aur_savitri_ek_hi_mahashakti_ke_do_roop/v1.38
BOOK_SERIALNUM_322;Text Book Version;गायत्री का अर्थ और सन्देश;Meaning and message of Gayatri;http://literature.awgp.org/book/gayatri_ka_arth_aur_sandesh/v1.1;gayatri ka aratha aur sanadesh;http://literature.awgp.org/book/gayatri_ka_arth_aur_sandesh/v1;;http://literature.awgp.org/book/gayatri_ka_arth_aur_sandesh/v1.2
BOOK_SERIALNUM_323;Text Book Version;गायत्री का ब्रह्मवर्चस;Brahmavarchas of Gayatri;http://literature.awgp.org/book/Gayatri_Ka_Brahmavarchas/v3.1;gayatri ka barahamavarachas;http://literature.awgp.org/book/Gayatri_Ka_Brahmavarchas/v3;;http://literature.awgp.org/book/Gayatri_Ka_Brahmavarchas/v3.13
BOOK_SERIALNUM_324;Scan Book Version;गायत्री का ब्रह्मवर्चस;Brahmavarchas of Gayatri;http://literature.awgp.org/book/Gayatri_Ka_Brahmavarchas/v1.1;gayatri ka barahamavarachas;http://literature.awgp.org/book/Gayatri_Ka_Brahmavarchas/v1;http://literature.awgp.org/var/node/1619/Gayatri_Ka_Brhamvarchas.pdf;http://literature.awgp.org/book/Gayatri_Ka_Brahmavarchas/v1.54
BOOK_SERIALNUM_325;Text Book Version;गायत्री का मन्त्रार्थ;Meaning of Gayatri;http://literature.awgp.org/book/gayatri_ka_mantrarth/v1.1;gayatri ka manataraarath;http://literature.awgp.org/book/gayatri_ka_mantrarth/v1;;http://literature.awgp.org/book/gayatri_ka_mantrarth/v1.34
BOOK_SERIALNUM_326;Text Book Version;गायत्री का वैज्ञानिक आधार;Scientific Basis of Gayatri;http://literature.awgp.org/book/Gayatri_no_Vainanik_adhar/v2.1;gayatri ka vaigyaanik aadhar;http://literature.awgp.org/book/Gayatri_no_Vainanik_adhar/v2;;http://literature.awgp.org/book/Gayatri_no_Vainanik_adhar/v2.7
BOOK_SERIALNUM_327;Scan Book Version;गायत्री का शक्ति स्रोत सविता देवता;Gayatri's power source Savita Devta;http://literature.awgp.org/book/gayatri_ka_shakti_srot_savita_devata/v1.1;gayatri ka shakti sarot savita devata;http://literature.awgp.org/book/gayatri_ka_shakti_srot_savita_devata/v1;http://literature.awgp.org/var/node/2424/Gayatri_Ka_Shakti_Strot-Savita_Devata.pdf;http://literature.awgp.org/book/gayatri_ka_shakti_srot_savita_devata/v1.32
BOOK_SERIALNUM_328;Scan Book Version;गायत्री का स्वरूप और रहस्य;The form and secret of Gayatri;http://literature.awgp.org/book/Gayatri_Ka_Swarup_Aur_Rahasya/v1.1;gayatri ka savaroopa aur rahasay;http://literature.awgp.org/book/Gayatri_Ka_Swarup_Aur_Rahasya/v1;http://literature.awgp.org/var/node/1557/Gayatri_Ka_Svarup_Aur_Rahasy.pdf;http://literature.awgp.org/book/Gayatri_Ka_Swarup_Aur_Rahasya/v1.32
BOOK_SERIALNUM_329;Text Book Version;गायत्री का हर अक्षर शक्ति स्रोत;Gayatri's every letter power source;http://literature.awgp.org/book/gayatri_ka_har_akhshar_shakti_strot/v2.1;gayatri ka har akashhar shakti sarot;http://literature.awgp.org/book/gayatri_ka_har_akhshar_shakti_strot/v2;;http://literature.awgp.org/book/gayatri_ka_har_akhshar_shakti_strot/v2.4
BOOK_SERIALNUM_330;Scan Book Version;गायत्री का हर अक्षर शक्ति स्रोत;Gayatri's every letter power source;http://literature.awgp.org/book/gayatri_ka_har_akhshar_shakti_strot/v1.1;gayatri ka har akashhar shakti sarot;http://literature.awgp.org/book/gayatri_ka_har_akhshar_shakti_strot/v1;http://literature.awgp.org/var/node/2002/Gayatri_Ka_Har_Akshar_Shakti_Ka_Strot.pdf;http://literature.awgp.org/book/gayatri_ka_har_akhshar_shakti_strot/v1.56
BOOK_SERIALNUM_331;Scan Book Version;गायत्री की अनुष्ठान एवं पुरश्चरण साधनाएँ;Gayatri's rituals and rituals;http://literature.awgp.org/book/Gayatri_Ki_Anushthan_Avam_Purashcharan_Sadhanaye/v1.1;gayatri ki anushhathaan evan purashacharan saadhnaen;http://literature.awgp.org/book/Gayatri_Ki_Anushthan_Avam_Purashcharan_Sadhanaye/v1;http://literature.awgp.org/var/node/1807/H-GD_16_Gayatri_Ki_Anusthan_Aur_Purashcharan_Sadhanaen.pdf;http://literature.awgp.org/book/Gayatri_Ki_Anushthan_Avam_Purashcharan_Sadhanaye/v1.49
BOOK_SERIALNUM_332;Text Book Version;गायत्री की अनुष्ठान एवं पुरश्चरण साधनाएँ;Gayatri's rituals and rituals;http://literature.awgp.org/book/Gayatri_Ki_Anushthan_Avam_Purashcharan_Sadhanaye/v3.1;gayatri ki anushhathaan evan purashacharan saadhnaen;http://literature.awgp.org/book/Gayatri_Ki_Anushthan_Avam_Purashcharan_Sadhanaye/v3;;http://literature.awgp.org/book/Gayatri_Ki_Anushthan_Avam_Purashcharan_Sadhanaye/v3.16
BOOK_SERIALNUM_333;Scan Book Version;गायत्री की असंख्य शक्तियाँ;Gayatri's innumerable powers;http://literature.awgp.org/book/Gayatri_Ki_Asankhya_Shaktiyan/v1.1;gayatri ki asankhay shaktiyaan;http://literature.awgp.org/book/Gayatri_Ki_Asankhya_Shaktiyan/v1;http://literature.awgp.org/var/node/1554/Gayatri_Ki_Asankhya_Shaktiyan.pdf;http://literature.awgp.org/book/Gayatri_Ki_Asankhya_Shaktiyan/v1.32
BOOK_SERIALNUM_334;Scan Book Version;गायत्री की उच्चस्तरीय पाँच साधनाएँ;High level five practices of Gayatri;http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v1.1;gayatri ki uchachasatariy paanch saadhnaen;http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v1;http://literature.awgp.org/var/node/2000/Gayatri_Ki_Ucchastariya_Paanch_Sadhanaen.pdf;http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v1.56
BOOK_SERIALNUM_335;Text Book Version;गायत्री की उच्चस्तरीय पाँच साधनाएँ;High level five practices of Gayatri;http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v2.1;gayatri ki uchachasatariy paanch saadhnaen;http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v2;;http://literature.awgp.org/book/gayatri_ki_uchstriya_panch_sadhana/v2.4
BOOK_SERIALNUM_336;Text Book Version;गायत्री की गुप्त शक्तियाँ;Secret Powers of Gayatri;http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v2.1;gayatri ki gupat shaktiyaan;http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v2;;http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v2.4
BOOK_SERIALNUM_337;Scan Book Version;गायत्री की गुप्त शक्तियाँ;Secret Powers of Gayatri;http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v1.1;gayatri ki gupat shaktiyaan;http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v1;http://literature.awgp.org/var/node/1555/Gayatri_Ki_Gupt_Shaktiyan.pdf;http://literature.awgp.org/book/Gayatri_Ki_Gupt_Shaktiyan/v1.31
BOOK_SERIALNUM_338;Text Book Version;गायत्री की चमत्कारी साधना;Miraculous practice of Gayatri;http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhna/v1.1;gayatri ki chamatakaari saadhna;http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhna/v1;;
BOOK_SERIALNUM_339;Text Book Version;गायत्री की चमत्कारी साधना;Miraculous practice of Gayatri;http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhana/v1.1;gayatri ki chamatakaari saadhna;http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhana/v1;;http://literature.awgp.org/book/gayatri_ki_chamatkari_sadhana/v1.12
BOOK_SERIALNUM_340;Text Book Version;गायत्री की दिव्य शक्तियाँ;Divine Powers of Gayatri;http://literature.awgp.org/book/gayatri_ki_divya_shaktiyan/v1.1;gayatri ki divay shaktiyaan;http://literature.awgp.org/book/gayatri_ki_divya_shaktiyan/v1;;http://literature.awgp.org/book/gayatri_ki_divya_shaktiyan/v1.8
BOOK_SERIALNUM_341;Scan Book Version;गायत्री की दैनिक साधना एवं यज्ञ पद्धति;Gayatri's daily meditation and yagya method;http://literature.awgp.org/book/gayatri_ki_dainik_sadhna/v1.1;gayatri ki dainik saadhna evan yagya padadhti;http://literature.awgp.org/book/gayatri_ki_dainik_sadhna/v1;http://literature.awgp.org/var/node/2366/Gayatri_Ki_Dainik_Sadhana_Evam_Yagya_Paddhyati.pdf;http://literature.awgp.org/book/gayatri_ki_dainik_sadhna/v1.26
BOOK_SERIALNUM_342;Scan Book Version;गायत्री की पंचकोशी साधना एवं उपलब्धियाँ भाग-2;Gayatri's Panchkoshi Sadhana and Achievements Part-2;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v2.1;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 2;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v2;;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v2.136
BOOK_SERIALNUM_343;Text Book Version;गायत्री की पंचकोशी साधना एवं उपलब्धियां;Gayatri's Panchkoshi meditation and achievements;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v7.1;gayatri ki panchakoshi saadhna evan upalabadhiyaan;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v7;;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v7.128
BOOK_SERIALNUM_344;Scan Book Version;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-1;Gayatri's Panchkoshi Sadhana and Achievements Part-1;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v1.1;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 1;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v1;;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v1.52
BOOK_SERIALNUM_345;Scan Book Version;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-3;Gayatri's Panchkoshi Sadhana and Achievements Part-3;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v3.1;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 3;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v3;;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v3.35
BOOK_SERIALNUM_346;Scan Book Version;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-4;Gayatri's Panchkoshi Sadhana and Achievements Part-4;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v4.1;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 4;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v4;;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v4.32
BOOK_SERIALNUM_347;Scan Book Version;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-5;Gayatri's Panchkoshi Sadhana and Achievements Part-5;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v5.1;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 5;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v5;;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v5.35
BOOK_SERIALNUM_348;Scan Book Version;गायत्री की पंचकोशी साधना एवं उपलब्धियां भाग-6;Gayatri's Panchkoshi Sadhana and Achievements Part-6;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v6.1;gayatri ki panchakoshi saadhna evan upalabadhiyaan bhaag - 6;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v6;;http://literature.awgp.org/book/Gayatree_kee_panchakoshee_sadhana/v6.34
BOOK_SERIALNUM_349;Scan Book Version;गायत्री की पंचविध दैनिक साधना;Gayatri's fivefold daily practice;http://literature.awgp.org/book/Gayatri_Ki_Panchvidh_DainikSadhana/v1.1;gayatri ki panchavidh dainik saadhna;http://literature.awgp.org/book/Gayatri_Ki_Panchvidh_DainikSadhana/v1;http://literature.awgp.org/var/node/1556/Gayatri_Ki_Panchavidhi_Dainik_Sadhana.pdf;http://literature.awgp.org/book/Gayatri_Ki_Panchvidh_DainikSadhana/v1.32
BOOK_SERIALNUM_350;Text Book Version;गायत्री की परम कल्याणकारी सर्वांगपूर्ण सुगम उपासना विधि;Gayatri's ultimate welfare all-round easy worship method;http://literature.awgp.org/book/gayatree_kee_param_kalyanakaree_sarvangapoorn_sugam_upasana_vidhi/v1.1;gayatri ki param kalayaanakaari saravaangapooran sugam upaasana vidhi;http://literature.awgp.org/book/gayatree_kee_param_kalyanakaree_sarvangapoorn_sugam_upasana_vidhi/v1;;http://literature.awgp.org/book/gayatree_kee_param_kalyanakaree_sarvangapoorn_sugam_upasana_vidhi/v1.28
BOOK_SERIALNUM_351;Text Book Version;गायत्री की प्रचण्ड प्राण ऊर्जा;Gayatri's fierce vital energy;http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v4.1;gayatri ki parachanad paraan ooraja;http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v4;;
BOOK_SERIALNUM_352;Scan Book Version;गायत्री की प्रचण्ड प्राण ऊर्जा;Gayatri's fierce vital energy;http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v1.1;gayatri ki parachanad paraan ooraja;http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v1;http://literature.awgp.org/var/node/1806/Gayatri_Ki_Prachand_Pran_Urja.pdf;http://literature.awgp.org/book/gayatri_Ki_prachand_Pran_Urja/v1.48
BOOK_SERIALNUM_353;Text Book Version;गायत्री की महान महिमा;great glory of gayatri;http://literature.awgp.org/book/gayatri_ki_mahaan_mahima/v1.1;gayatri ki mahaan mahima;http://literature.awgp.org/book/gayatri_ki_mahaan_mahima/v1;;
BOOK_SERIALNUM_354;Scan Book Version;गायत्री की युगान्तरीय चेतना;Gayatri's epochal consciousness;http://literature.awgp.org/book/Gayatri_Ki_Yugaantariya__Chetana/v1.1;gayatri ki yugaanatariy chetana;http://literature.awgp.org/book/Gayatri_Ki_Yugaantariya__Chetana/v1;http://literature.awgp.org/var/node/1617/Gayatri_Ki_Yugantariy_Chetana.pdf;http://literature.awgp.org/book/Gayatri_Ki_Yugaantariya__Chetana/v1.50
BOOK_SERIALNUM_355;Text Book Version;गायत्री की विशिष्ठ साधनाएं;Special practices of Gayatri;http://literature.awgp.org/book/gayatri_ki_vishishth_sadhnayen/gayatri_ki_vishishth_sadhnayen/book/v1/gayatri_ki_vishishth_sadhnayen/book/v1.1;gayatri ki vishishhath saadhnaen;http://literature.awgp.org/book/gayatri_ki_vishishth_sadhnayen/gayatri_ki_vishishth_sadhnayen/book/v1/gayatri_ki_vishishth_sadhnayen/book/v1;;
